expense_id,rep_id,expense_date,category,amount_inr,reimbursed,policy_compliant,notes
EXP-20260102-008,REP-043,2026-01-02,Travel,345,true,true,Train ticket
EXP-20260110-008,REP-043,2026-01-10,Food,370,true,true,Team lunch with HCP
EXP-20260112-005,REP-043,2026-01-12,Food,318,true,true,Coffee meeting
EXP-20260119-006,REP-043,2026-01-19,Lodging,1754,true,true,Hotel stay — field trip
EXP-20260116-007,REP-043,2026-01-16,Samples,488,true,true,Sample packs for HCP
EXP-20260126-005,REP-043,2026-01-26,Travel,1842,true,true,Auto to clinic
EXP-20260131-005,REP-043,2026-01-31,Travel,1396,true,true,Train ticket
EXP-20260211-006,REP-043,2026-02-11,Food,203,true,true,Working lunch
EXP-20260211-007,REP-043,2026-02-11,Travel,454,true,true,Auto to clinic
EXP-20260213-004,REP-043,2026-02-13,Travel,578,true,true,Auto to clinic
EXP-20260217-003,REP-043,2026-02-17,Travel,860,true,true,Fuel reimbursement
EXP-20260225-003,REP-043,2026-02-25,Travel,1520,true,true,Auto to clinic
EXP-20260223-007,REP-043,2026-02-23,Travel,1283,true,true,Train ticket
EXP-20260227-007,REP-043,2026-02-27,Mobile,571,true,false,Mobile bill
EXP-20260305-003,REP-043,2026-03-05,Travel,1537,true,true,Bus fare
EXP-20260308-007,REP-043,2026-03-08,Travel,1835,true,true,Auto to clinic
EXP-20260312-002,REP-043,2026-03-12,Food,329,true,true,Snacks for meeting
EXP-20260319-004,REP-043,2026-03-19,Samples,859,true,true,Product samples drop
EXP-20260314-004,REP-043,2026-03-14,Travel,1746,true,true,Auto to clinic
EXP-20260321-006,REP-043,2026-03-21,Travel,1072,true,true,Train ticket
EXP-20260320-004,REP-043,2026-03-20,Food,266,true,true,Dinner with HCP
EXP-20260328-005,REP-043,2026-03-28,Lodging,3073,true,true,Guest house — 2 nights
EXP-20230402-006,REP-044,2023-04-02,Samples,943,true,false,Demo kit refill
EXP-20230407-003,REP-044,2023-04-07,Travel,1504,true,true,Fuel reimbursement
EXP-20230411-007,REP-044,2023-04-11,Mobile,368,true,true,Internet recharge
EXP-20230415-005,REP-044,2023-04-15,Lodging,3246,true,true,Guest house — 2 nights
EXP-20230423-007,REP-044,2023-04-23,Lodging,3017,true,true,Hotel stay — field trip
EXP-20230421-004,REP-044,2023-04-21,Food,119,true,true,Working lunch
EXP-20230427-002,REP-044,2023-04-27,Travel,467,false,true,Cab to hospital
EXP-20230429-003,REP-044,2023-04-29,Lodging,1791,true,true,Lodging — outstation visit
EXP-20230506-005,REP-044,2023-05-06,Conference,3231,true,true,Doctor meet sponsorship
EXP-20230511-004,REP-044,2023-05-11,Food,198,true,true,Team lunch with HCP
EXP-20230521-003,REP-044,2023-05-21,Travel,769,true,false,Auto to clinic
EXP-20230518-003,REP-044,2023-05-18,Food,778,true,true,Snacks for meeting
EXP-20230524-007,REP-044,2023-05-24,Travel,1841,true,true,Cab to hospital
EXP-20230603-009,REP-044,2023-06-03,Travel,383,true,true,Train ticket
EXP-20230601-002,REP-044,2023-06-01,Travel,1595,false,true,Bus fare
EXP-20230612-006,REP-044,2023-06-12,Travel,946,true,true,Fuel reimbursement
EXP-20230620-004,REP-044,2023-06-20,Travel,1532,true,true,Auto to clinic
EXP-20230620-005,REP-044,2023-06-20,Lodging,2061,true,true,Guest house — 2 nights
EXP-20230626-008,REP-044,2023-06-26,Travel,1665,true,true,Bus fare
EXP-20230630-008,REP-044,2023-06-30,Mobile,497,true,true,Roaming charges
EXP-20230703-006,REP-044,2023-07-03,Travel,898,true,true,Cab to hospital
EXP-20230708-004,REP-044,2023-07-08,Conference,3634,true,true,CME event fees
EXP-20230716-006,REP-044,2023-07-16,Food,460,true,true,Snacks for meeting
EXP-20230724-007,REP-044,2023-07-24,Travel,439,true,true,Cab to hospital
EXP-20230731-007,REP-044,2023-07-31,Travel,1227,true,true,Auto to clinic
EXP-20230730-007,REP-044,2023-07-30,Mobile,569,true,true,Internet recharge
EXP-20230803-006,REP-044,2023-08-03,Travel,1445,true,true,Cab to hospital
EXP-20230809-006,REP-044,2023-08-09,Lodging,2596,true,true,Lodging — outstation visit
EXP-20230818-002,REP-044,2023-08-18,Food,527,true,true,Team lunch with HCP
EXP-20230829-007,REP-044,2023-08-29,Travel,611,true,true,Fuel reimbursement
EXP-20230825-004,REP-044,2023-08-25,Travel,1084,true,true,Fuel reimbursement
EXP-20230831-005,REP-044,2023-08-31,Conference,1815,true,true,CME event fees
EXP-20230830-004,REP-044,2023-08-30,Food,465,false,true,Working lunch
EXP-20230908-006,REP-044,2023-09-08,Lodging,2945,true,true,Guest house — 2 nights
EXP-20230918-002,REP-044,2023-09-18,Travel,1153,true,true,Bus fare
EXP-20230925-006,REP-044,2023-09-25,Travel,213,true,true,Cab to hospital
EXP-20230927-005,REP-044,2023-09-27,Food,601,true,true,Working lunch
EXP-20231004-007,REP-044,2023-10-04,Travel,333,true,true,Bus fare
EXP-20231014-011,REP-044,2023-10-14,Travel,1837,true,true,Fuel reimbursement
EXP-20231015-009,REP-044,2023-10-15,Lodging,2111,true,true,Guest house — 2 nights
EXP-20231021-005,REP-044,2023-10-21,Travel,1571,true,true,Bus fare
EXP-20231021-006,REP-044,2023-10-21,Food,293,true,true,Working lunch
EXP-20231026-009,REP-044,2023-10-26,Food,327,true,true,Dinner with HCP
EXP-20231025-003,REP-044,2023-10-25,Travel,1746,true,true,Bus fare
EXP-20231105-004,REP-044,2023-11-05,Travel,1375,true,true,Fuel reimbursement
EXP-20231113-007,REP-044,2023-11-13,Travel,1482,true,true,Cab to hospital
EXP-20231120-007,REP-044,2023-11-20,Travel,1652,true,true,Bus fare
EXP-20231122-006,REP-044,2023-11-22,Food,431,true,true,Team lunch with HCP
EXP-20231129-006,REP-044,2023-11-29,Travel,1193,false,true,Cab to hospital
EXP-20231209-005,REP-044,2023-12-09,Samples,470,true,true,Product samples drop
EXP-20231216-009,REP-044,2023-12-16,Food,366,true,true,Team lunch with HCP
EXP-20231217-007,REP-044,2023-12-17,Food,599,true,true,Snacks for meeting
EXP-20231222-005,REP-044,2023-12-22,Travel,1033,true,true,Fuel reimbursement
EXP-20231224-007,REP-044,2023-12-24,Travel,1084,false,true,Fuel reimbursement
EXP-20240101-009,REP-044,2024-01-01,Samples,1065,true,true,Product samples drop
EXP-20240101-010,REP-044,2024-01-01,Samples,409,true,true,Product samples drop
EXP-20240109-011,REP-044,2024-01-09,Lodging,2512,false,true,Guest house — 2 nights
EXP-20240105-003,REP-044,2024-01-05,Travel,1765,true,true,Bus fare
EXP-20240115-006,REP-044,2024-01-15,Travel,1883,true,true,Bus fare
EXP-20240123-005,REP-044,2024-01-23,Food,628,true,true,Working lunch
EXP-20240120-010,REP-044,2024-01-20,Lodging,2169,true,true,Hotel stay — field trip
EXP-20240126-006,REP-044,2024-01-26,Travel,1902,true,true,Bus fare
EXP-20240131-006,REP-044,2024-01-31,Travel,877,false,true,Bus fare
EXP-20240202-010,REP-044,2024-02-02,Lodging,1545,true,true,Hotel stay — field trip
EXP-20240211-007,REP-044,2024-02-11,Mobile,141,true,false,Internet recharge
EXP-20240211-008,REP-044,2024-02-11,Travel,1242,true,false,Cab to hospital
EXP-20240214-004,REP-044,2024-02-14,Travel,1351,true,true,Bus fare
EXP-20240224-003,REP-044,2024-02-24,Travel,849,true,true,Train ticket
EXP-20240229-005,REP-044,2024-02-29,Mobile,269,true,true,Mobile bill
EXP-20240307-008,REP-044,2024-03-07,Food,701,true,true,Snacks for meeting
EXP-20240316-005,REP-044,2024-03-16,Food,717,true,true,Snacks for meeting
EXP-20240326-005,REP-044,2024-03-26,Mobile,230,true,true,Mobile bill
EXP-20240331-007,REP-044,2024-03-31,Other,1484,true,true,Stationery
EXP-20240409-009,REP-044,2024-04-09,Food,310,true,true,Working lunch
EXP-20240416-008,REP-044,2024-04-16,Food,454,true,true,Team lunch with HCP
EXP-20240423-006,REP-044,2024-04-23,Samples,590,false,true,Sample packs for HCP
EXP-20240421-005,REP-044,2024-04-21,Samples,1333,false,false,Sample packs for HCP
EXP-20240426-006,REP-044,2024-04-26,Food,344,true,true,Dinner with HCP
EXP-20240507-005,REP-044,2024-05-07,Food,180,true,true,Coffee meeting
EXP-20240507-006,REP-044,2024-05-07,Samples,747,true,false,Demo kit refill
EXP-20240513-006,REP-044,2024-05-13,Travel,654,true,true,Bus fare
EXP-20240511-006,REP-044,2024-05-11,Travel,1692,true,true,Train ticket
EXP-20240519-005,REP-044,2024-05-19,Travel,582,true,true,Auto to clinic
EXP-20240518-005,REP-044,2024-05-18,Samples,81,true,true,Demo kit refill
EXP-20240525-007,REP-044,2024-05-25,Lodging,1820,true,true,Guest house — 2 nights
EXP-20240524-007,REP-044,2024-05-24,Food,125,true,true,Team lunch with HCP
EXP-20240529-007,REP-044,2024-05-29,Food,675,true,true,Working lunch
EXP-20240607-008,REP-044,2024-06-07,Travel,1355,true,false,Bus fare
EXP-20240607-009,REP-044,2024-06-07,Food,320,true,true,Team lunch with HCP
EXP-20240612-008,REP-044,2024-06-12,Lodging,2822,true,true,Guest house — 2 nights
EXP-20240622-006,REP-044,2024-06-22,Travel,428,true,true,Fuel reimbursement
EXP-20240621-005,REP-044,2024-06-21,Samples,958,true,true,Sample packs for HCP
EXP-20240626-006,REP-044,2024-06-26,Food,112,true,true,Working lunch
EXP-20240708-007,REP-044,2024-07-08,Travel,1318,true,true,Auto to clinic
EXP-20240712-006,REP-044,2024-07-12,Travel,1309,true,true,Fuel reimbursement
EXP-20240718-009,REP-044,2024-07-18,Travel,1295,true,true,Fuel reimbursement
EXP-20240717-007,REP-044,2024-07-17,Conference,4733,false,true,Conference registration
EXP-20240730-010,REP-044,2024-07-30,Travel,1112,true,true,Auto to clinic
EXP-20240730-011,REP-044,2024-07-30,Samples,879,true,true,Sample packs for HCP
EXP-20240731-003,REP-044,2024-07-31,Travel,1029,true,true,Cab to hospital
EXP-20240803-009,REP-044,2024-08-03,Travel,666,false,true,Bus fare
EXP-20240813-005,REP-044,2024-08-13,Travel,668,true,true,Train ticket
EXP-20240816-010,REP-044,2024-08-16,Food,552,true,true,Coffee meeting
EXP-20240824-007,REP-044,2024-08-24,Lodging,2434,true,true,Hotel stay — field trip
EXP-20240902-007,REP-044,2024-09-02,Food,530,true,true,Working lunch
EXP-20240831-008,REP-044,2024-08-31,Lodging,1902,true,true,Guest house — 2 nights
EXP-20240907-009,REP-044,2024-09-07,Travel,351,true,true,Cab to hospital
EXP-20240917-003,REP-044,2024-09-17,Food,783,true,true,Working lunch
EXP-20240912-006,REP-044,2024-09-12,Samples,310,true,true,Product samples drop
EXP-20240924-010,REP-044,2024-09-24,Samples,329,true,true,Sample packs for HCP
EXP-20240929-007,REP-044,2024-09-29,Travel,1192,true,true,Auto to clinic
EXP-20240925-007,REP-044,2024-09-25,Samples,794,true,true,Sample packs for HCP
EXP-20241002-008,REP-044,2024-10-02,Food,708,true,true,Team lunch with HCP
EXP-20241002-009,REP-044,2024-10-02,Travel,1146,true,false,Auto to clinic
EXP-20241012-007,REP-044,2024-10-12,Travel,351,true,true,Cab to hospital
EXP-20241015-004,REP-044,2024-10-15,Travel,1326,true,true,Fuel reimbursement
EXP-20241019-007,REP-044,2024-10-19,Food,234,true,true,Dinner with HCP
EXP-20241026-007,REP-044,2024-10-26,Travel,1792,true,true,Bus fare
EXP-20241030-008,REP-044,2024-10-30,Food,774,true,true,Working lunch
EXP-20241107-008,REP-044,2024-11-07,Samples,993,true,true,Sample packs for HCP
EXP-20241106-005,REP-044,2024-11-06,Travel,478,true,true,Fuel reimbursement
EXP-20241114-012,REP-044,2024-11-14,Food,604,false,true,Coffee meeting
EXP-20230406-006,REP-045,2023-04-06,Travel,1819,true,true,Cab to hospital
EXP-20230413-006,REP-045,2023-04-13,Travel,1741,true,true,Cab to hospital
EXP-20230419-008,REP-045,2023-04-19,Mobile,573,true,true,Roaming charges
EXP-20230425-005,REP-045,2023-04-25,Travel,1138,true,true,Fuel reimbursement
EXP-20230502-006,REP-045,2023-05-02,Travel,445,true,true,Auto to clinic
EXP-20230430-006,REP-045,2023-04-30,Travel,1166,true,true,Auto to clinic
EXP-20230508-007,REP-045,2023-05-08,Travel,467,false,true,Bus fare
EXP-20230509-008,REP-045,2023-05-09,Other,817,true,true,Stationery
EXP-20230517-009,REP-045,2023-05-17,Other,1999,true,false,Misc expense
EXP-20230514-002,REP-045,2023-05-14,Samples,159,true,true,Product samples drop
EXP-20230521-004,REP-045,2023-05-21,Travel,1971,true,true,Train ticket
EXP-20230528-004,REP-045,2023-05-28,Samples,542,true,true,Demo kit refill
EXP-20230528-005,REP-045,2023-05-28,Travel,582,false,true,Bus fare
EXP-20230604-007,REP-045,2023-06-04,Food,410,true,true,Coffee meeting
EXP-20230604-008,REP-045,2023-06-04,Food,471,true,true,Team lunch with HCP
EXP-20230614-005,REP-045,2023-06-14,Travel,512,true,true,Train ticket
EXP-20230609-003,REP-045,2023-06-09,Samples,381,true,true,Sample packs for HCP
EXP-20230617-007,REP-045,2023-06-17,Other,1421,true,true,Stationery
EXP-20230619-007,REP-045,2023-06-19,Food,107,true,true,Coffee meeting
EXP-20230622-003,REP-045,2023-06-22,Travel,984,true,true,Bus fare
EXP-20230623-002,REP-045,2023-06-23,Travel,1493,true,true,Bus fare
EXP-20230630-009,REP-045,2023-06-30,Travel,1817,true,true,Train ticket
EXP-20230629-003,REP-045,2023-06-29,Food,474,true,true,Working lunch
EXP-20230708-005,REP-045,2023-07-08,Conference,4353,true,true,Doctor meet sponsorship
EXP-20230717-004,REP-045,2023-07-17,Travel,1655,true,true,Train ticket
EXP-20230713-003,REP-045,2023-07-13,Travel,209,false,true,Fuel reimbursement
EXP-20230723-006,REP-045,2023-07-23,Samples,1014,true,true,Demo kit refill
EXP-20230720-008,REP-045,2023-07-20,Samples,247,true,true,Product samples drop
EXP-20230802-005,REP-045,2023-08-02,Travel,608,true,true,Fuel reimbursement
EXP-20230804-005,REP-045,2023-08-04,Food,216,true,true,Team lunch with HCP
EXP-20230803-007,REP-045,2023-08-03,Food,183,true,true,Dinner with HCP
EXP-20230813-008,REP-045,2023-08-13,Lodging,2705,true,true,Guest house — 2 nights
EXP-20230818-003,REP-045,2023-08-18,Travel,1504,true,true,Auto to clinic
EXP-20230818-004,REP-045,2023-08-18,Travel,1703,true,true,Train ticket
EXP-20230830-005,REP-045,2023-08-30,Travel,501,true,true,Cab to hospital
EXP-20230906-005,REP-045,2023-09-06,Food,658,true,true,Dinner with HCP
EXP-20230903-006,REP-045,2023-09-03,Travel,1670,true,true,Fuel reimbursement
EXP-20230909-002,REP-045,2023-09-09,Travel,628,true,false,Fuel reimbursement
EXP-20230916-002,REP-045,2023-09-16,Conference,3555,true,true,Conference registration
EXP-20230924-006,REP-045,2023-09-24,Travel,548,true,true,Cab to hospital
EXP-20231003-003,REP-045,2023-10-03,Food,721,true,false,Snacks for meeting
EXP-20230928-008,REP-045,2023-09-28,Food,772,true,true,Working lunch
EXP-20231010-008,REP-045,2023-10-10,Food,705,true,true,Working lunch
EXP-20231017-006,REP-045,2023-10-17,Lodging,2757,true,true,Lodging — outstation visit
EXP-20231024-007,REP-045,2023-10-24,Lodging,1920,true,true,Lodging — outstation visit
EXP-20231028-010,REP-045,2023-10-28,Conference,1802,true,true,Conference registration
EXP-20231108-004,REP-045,2023-11-08,Travel,921,true,false,Bus fare
EXP-20231113-008,REP-045,2023-11-13,Travel,1568,true,true,Cab to hospital
EXP-20231112-008,REP-045,2023-11-12,Samples,555,true,true,Sample packs for HCP
EXP-20231119-010,REP-045,2023-11-19,Lodging,3173,true,true,Lodging — outstation visit
EXP-20231124-003,REP-045,2023-11-24,Samples,615,true,true,Sample packs for HCP
EXP-20231129-007,REP-045,2023-11-29,Travel,525,true,true,Train ticket
EXP-20231203-006,REP-045,2023-12-03,Food,660,true,true,Dinner with HCP
EXP-20231205-005,REP-045,2023-12-05,Food,701,true,true,Working lunch
EXP-20231212-002,REP-045,2023-12-12,Travel,1006,true,true,Fuel reimbursement
EXP-20231210-005,REP-045,2023-12-10,Travel,946,true,true,Bus fare
EXP-20231216-010,REP-045,2023-12-16,Travel,222,true,true,Bus fare
EXP-20231222-006,REP-045,2023-12-22,Lodging,3976,true,true,Lodging — outstation visit
EXP-20231230-009,REP-045,2023-12-30,Lodging,3272,true,true,Lodging — outstation visit
EXP-20240108-004,REP-045,2024-01-08,Travel,553,true,true,Bus fare
EXP-20240108-005,REP-045,2024-01-08,Travel,1323,true,true,Train ticket
EXP-20240114-008,REP-045,2024-01-14,Samples,992,true,true,Sample packs for HCP
EXP-20240111-006,REP-045,2024-01-11,Food,774,true,true,Working lunch
EXP-20240123-006,REP-045,2024-01-23,Samples,224,false,true,Product samples drop
EXP-20240131-007,REP-045,2024-01-31,Samples,1142,false,true,Product samples drop
EXP-20240201-008,REP-045,2024-02-01,Travel,1316,false,true,Train ticket
EXP-20240212-005,REP-045,2024-02-12,Travel,1369,true,true,Auto to clinic
EXP-20240215-006,REP-045,2024-02-15,Travel,323,true,true,Train ticket
EXP-20240226-005,REP-045,2024-02-26,Food,292,true,true,Coffee meeting
EXP-20240229-006,REP-045,2024-02-29,Samples,182,true,true,Demo kit refill
EXP-20240305-005,REP-045,2024-03-05,Samples,812,true,true,Demo kit refill
EXP-20240311-006,REP-045,2024-03-11,Food,689,false,false,Snacks for meeting
EXP-20240312-006,REP-045,2024-03-12,Travel,742,true,true,Train ticket
EXP-20240315-009,REP-045,2024-03-15,Food,321,true,true,Snacks for meeting
EXP-20240314-005,REP-045,2024-03-14,Food,648,true,true,Dinner with HCP
EXP-20240326-006,REP-045,2024-03-26,Food,589,true,true,Snacks for meeting
EXP-20240331-008,REP-045,2024-03-31,Travel,633,true,true,Fuel reimbursement
EXP-20240329-008,REP-045,2024-03-29,Travel,298,true,true,Bus fare
EXP-20240405-003,REP-045,2024-04-05,Lodging,4452,true,false,Guest house — 2 nights
EXP-20240414-007,REP-045,2024-04-14,Travel,1636,true,true,Cab to hospital
EXP-20240411-003,REP-045,2024-04-11,Travel,489,true,true,Auto to clinic
EXP-20240421-006,REP-045,2024-04-21,Lodging,4505,true,false,Lodging — outstation visit
EXP-20240428-008,REP-045,2024-04-28,Food,121,true,true,Dinner with HCP
EXP-20240505-005,REP-045,2024-05-05,Travel,895,true,true,Bus fare
EXP-20240511-007,REP-045,2024-05-11,Other,391,true,true,Misc expense
EXP-20240521-004,REP-045,2024-05-21,Samples,1435,true,true,Demo kit refill
EXP-20240525-008,REP-045,2024-05-25,Food,132,true,true,Coffee meeting
EXP-20240529-008,REP-045,2024-05-29,Travel,908,true,true,Train ticket
EXP-20240530-004,REP-045,2024-05-30,Food,798,true,true,Snacks for meeting
EXP-20240601-005,REP-045,2024-06-01,Mobile,750,true,true,Mobile bill
EXP-20240612-009,REP-045,2024-06-12,Food,564,true,true,Dinner with HCP
EXP-20240614-011,REP-045,2024-06-14,Food,213,true,true,Working lunch
EXP-20240623-007,REP-045,2024-06-23,Travel,1922,true,true,Fuel reimbursement
EXP-20240625-010,REP-045,2024-06-25,Lodging,2586,true,true,Hotel stay — field trip
EXP-20240702-009,REP-045,2024-07-02,Travel,1313,true,true,Train ticket
EXP-20240709-007,REP-045,2024-07-09,Samples,1003,false,true,Product samples drop
EXP-20240707-006,REP-045,2024-07-07,Mobile,118,true,true,Internet recharge
EXP-20240715-009,REP-045,2024-07-15,Lodging,1830,true,true,Guest house — 2 nights
EXP-20240719-011,REP-045,2024-07-19,Food,299,true,true,Snacks for meeting
EXP-20240723-005,REP-045,2024-07-23,Travel,1082,true,true,Auto to clinic
EXP-20240727-006,REP-045,2024-07-27,Travel,1062,true,true,Train ticket
EXP-20240729-005,REP-045,2024-07-29,Travel,1150,true,true,Train ticket
EXP-20240801-005,REP-045,2024-08-01,Lodging,2877,true,true,Lodging — outstation visit
EXP-20240813-006,REP-045,2024-08-13,Samples,516,true,true,Sample packs for HCP
EXP-20240821-006,REP-045,2024-08-21,Lodging,3300,false,true,Lodging — outstation visit
EXP-20240826-007,REP-045,2024-08-26,Travel,1884,true,false,Fuel reimbursement
EXP-20240831-009,REP-045,2024-08-31,Travel,908,true,true,Fuel reimbursement
EXP-20240908-004,REP-045,2024-09-08,Travel,540,true,true,Train ticket
EXP-20240910-006,REP-045,2024-09-10,Lodging,2008,true,true,Hotel stay — field trip
EXP-20240918-008,REP-045,2024-09-18,Food,378,true,true,Working lunch
EXP-20240913-008,REP-045,2024-09-13,Travel,1505,true,true,Train ticket
EXP-20240921-005,REP-045,2024-09-21,Lodging,3947,true,true,Guest house — 2 nights
EXP-20240928-009,REP-045,2024-09-28,Lodging,2826,false,true,Hotel stay — field trip
EXP-20240926-010,REP-045,2024-09-26,Mobile,332,true,true,Mobile bill
EXP-20241005-004,REP-045,2024-10-05,Samples,1083,true,true,Product samples drop
EXP-20241011-007,REP-045,2024-10-11,Samples,323,true,true,Demo kit refill
EXP-20241020-010,REP-045,2024-10-20,Food,763,true,true,Snacks for meeting
EXP-20241018-009,REP-045,2024-10-18,Travel,592,true,true,Train ticket
EXP-20241028-007,REP-045,2024-10-28,Travel,543,true,true,Auto to clinic
EXP-20241105-009,REP-045,2024-11-05,Samples,203,true,true,Product samples drop
EXP-20241031-005,REP-045,2024-10-31,Travel,214,true,true,Cab to hospital
EXP-20241112-005,REP-045,2024-11-12,Lodging,2090,true,true,Hotel stay — field trip
EXP-20241115-007,REP-045,2024-11-15,Travel,907,false,true,Cab to hospital
EXP-20241123-005,REP-045,2024-11-23,Food,295,false,true,Snacks for meeting
EXP-20241129-009,REP-045,2024-11-29,Travel,837,true,true,Bus fare
EXP-20241206-007,REP-045,2024-12-06,Travel,1783,true,true,Fuel reimbursement
EXP-20241207-006,REP-045,2024-12-07,Food,534,true,true,Dinner with HCP
EXP-20241216-009,REP-045,2024-12-16,Travel,1850,true,true,Train ticket
EXP-20241212-009,REP-045,2024-12-12,Travel,1602,true,true,Auto to clinic
EXP-20241223-011,REP-045,2024-12-23,Food,345,true,true,Dinner with HCP
EXP-20241231-004,REP-045,2024-12-31,Lodging,1765,true,true,Guest house — 2 nights
EXP-20250108-008,REP-045,2025-01-08,Food,536,true,true,Working lunch
EXP-20250110-006,REP-045,2025-01-10,Food,176,true,true,Snacks for meeting
EXP-20250111-002,REP-045,2025-01-11,Food,585,true,true,Working lunch
EXP-20250117-006,REP-045,2025-01-17,Travel,650,true,true,Auto to clinic
EXP-20250117-007,REP-045,2025-01-17,Travel,1411,true,true,Bus fare
EXP-20250129-006,REP-045,2025-01-29,Travel,809,true,true,Auto to clinic
EXP-20250124-003,REP-045,2025-01-24,Conference,1878,true,true,Doctor meet sponsorship
EXP-20250202-008,REP-045,2025-02-02,Lodging,3088,true,true,Hotel stay — field trip
EXP-20250204-007,REP-045,2025-02-04,Lodging,3924,true,false,Hotel stay — field trip
EXP-20250211-005,REP-045,2025-02-11,Travel,939,true,false,Auto to clinic
EXP-20250212-007,REP-045,2025-02-12,Samples,879,true,false,Sample packs for HCP
EXP-20250213-010,REP-045,2025-02-13,Lodging,1815,true,true,Lodging — outstation visit
EXP-20250217-006,REP-045,2025-02-17,Travel,1071,true,true,Auto to clinic
EXP-20250223-004,REP-045,2025-02-23,Travel,1490,true,true,Bus fare
EXP-20250305-007,REP-045,2025-03-05,Conference,4889,true,true,CME event fees
EXP-20250227-006,REP-045,2025-02-27,Travel,525,true,true,Cab to hospital
EXP-20250311-008,REP-045,2025-03-11,Food,770,true,true,Snacks for meeting
EXP-20250312-012,REP-045,2025-03-12,Travel,1249,true,true,Auto to clinic
EXP-20250317-008,REP-045,2025-03-17,Mobile,377,true,true,Mobile bill
EXP-20250323-004,REP-045,2025-03-23,Travel,250,true,true,Fuel reimbursement
EXP-20250402-007,REP-045,2025-04-02,Lodging,1966,true,true,Guest house — 2 nights
EXP-20250328-006,REP-045,2025-03-28,Travel,1210,true,true,Bus fare
EXP-20250405-008,REP-045,2025-04-05,Food,132,true,true,Team lunch with HCP
EXP-20250416-005,REP-045,2025-04-16,Food,684,true,true,Working lunch
EXP-20250411-006,REP-045,2025-04-11,Travel,973,true,true,Cab to hospital
EXP-20250422-008,REP-045,2025-04-22,Travel,1640,true,true,Cab to hospital
EXP-20250430-004,REP-045,2025-04-30,Samples,427,true,true,Sample packs for HCP
EXP-20250503-006,REP-045,2025-05-03,Travel,840,true,true,Auto to clinic
EXP-20250514-005,REP-045,2025-05-14,Travel,397,true,true,Auto to clinic
EXP-20250515-007,REP-045,2025-05-15,Travel,1832,true,true,Auto to clinic
EXP-20250525-006,REP-045,2025-05-25,Samples,675,true,true,Product samples drop
EXP-20250531-005,REP-045,2025-05-31,Food,135,true,true,Working lunch
EXP-20250529-006,REP-045,2025-05-29,Food,412,true,true,Snacks for meeting
EXP-20250610-009,REP-045,2025-06-10,Lodging,3714,true,true,Guest house — 2 nights
EXP-20250607-012,REP-045,2025-06-07,Travel,1598,true,true,Train ticket
EXP-20250616-006,REP-045,2025-06-16,Lodging,2431,true,true,Lodging — outstation visit
EXP-20250622-008,REP-045,2025-06-22,Travel,432,true,true,Auto to clinic
EXP-20250626-004,REP-045,2025-06-26,Lodging,3850,false,true,Lodging — outstation visit
EXP-20250705-011,REP-045,2025-07-05,Travel,1523,true,true,Fuel reimbursement
EXP-20250711-005,REP-045,2025-07-11,Travel,1774,true,true,Fuel reimbursement
EXP-20250722-005,REP-045,2025-07-22,Travel,1044,true,true,Cab to hospital
EXP-20250717-005,REP-045,2025-07-17,Samples,1050,true,true,Demo kit refill
EXP-20250724-007,REP-045,2025-07-24,Food,641,false,true,Dinner with HCP
EXP-20250725-009,REP-045,2025-07-25,Travel,428,true,true,Fuel reimbursement
EXP-20250805-006,REP-045,2025-08-05,Samples,802,true,true,Product samples drop
EXP-20250805-007,REP-045,2025-08-05,Travel,1087,true,true,Auto to clinic
EXP-20250811-006,REP-045,2025-08-11,Lodging,3940,true,true,Guest house — 2 nights
EXP-20250808-002,REP-045,2025-08-08,Travel,262,true,true,Fuel reimbursement
EXP-20250816-007,REP-045,2025-08-16,Food,372,true,true,Snacks for meeting
EXP-20250826-007,REP-045,2025-08-26,Food,322,true,true,Coffee meeting
EXP-20250903-005,REP-045,2025-09-03,Travel,309,true,true,Fuel reimbursement
EXP-20250828-007,REP-045,2025-08-28,Lodging,1580,true,true,Lodging — outstation visit
EXP-20250905-010,REP-045,2025-09-05,Food,624,true,true,Dinner with HCP
EXP-20250904-006,REP-045,2025-09-04,Food,229,true,true,Dinner with HCP
EXP-20250913-004,REP-045,2025-09-13,Food,277,true,true,Snacks for meeting
EXP-20250920-008,REP-045,2025-09-20,Samples,605,true,false,Demo kit refill
EXP-20250924-004,REP-045,2025-09-24,Food,764,true,true,Working lunch
EXP-20250927-006,REP-045,2025-09-27,Food,441,true,true,Working lunch
EXP-20251004-007,REP-045,2025-10-04,Other,595,true,true,Stationery
EXP-20251002-009,REP-045,2025-10-02,Mobile,140,true,true,Mobile bill
EXP-20251013-005,REP-045,2025-10-13,Travel,372,true,true,Cab to hospital
EXP-20251021-006,REP-045,2025-10-21,Food,718,true,true,Dinner with HCP
EXP-20251016-008,REP-045,2025-10-16,Travel,1107,true,true,Cab to hospital
EXP-20251027-006,REP-045,2025-10-27,Samples,1204,true,true,Demo kit refill
EXP-20251027-007,REP-045,2025-10-27,Conference,2278,true,true,Doctor meet sponsorship
EXP-20251104-004,REP-045,2025-11-04,Travel,992,true,true,Auto to clinic
EXP-20251102-004,REP-045,2025-11-02,Travel,842,true,true,Fuel reimbursement
EXP-20251110-005,REP-045,2025-11-10,Lodging,3796,true,true,Hotel stay — field trip
EXP-20251108-009,REP-045,2025-11-08,Travel,1977,false,true,Bus fare
